org.springframework.cloud.kubernetes.fabric8.config.Fabric8ConfigMapPropertySourceLocatorRetryTests$ConfigRetryEnabled.locateShouldRetryAndRecover,./spring-cloud-kubernetes-fabric8-config/detection-results/random-class/round1.json
org.springframework.cloud.kubernetes.fabric8.config.Fabric8SecretsPropertySourceLocatorRetryTests$SecretsFailFastEnabledButRetryDisabled.locateShouldFailWithoutRetrying,./spring-cloud-kubernetes-fabric8-config/detection-results/smart-shuffle/round1.json
org.springframework.cloud.kubernetes.fabric8.config.Fabric8SecretsPropertySourceLocatorRetryTests$SecretsRetryDisabledButConfigRetryEnabled.locateShouldFailWithoutRetrying,./spring-cloud-kubernetes-fabric8-config/detection-results/smart-shuffle/round1.json
org.springframework.cloud.kubernetes.fabric8.config.Fabric8SecretsPropertySourceLocatorRetryTests$SecretsRetryEnabled.locateShouldNotRetryWhenThereIsNoFailure,./spring-cloud-kubernetes-fabric8-config/detection-results/random-class/round1.json
org.springframework.cloud.kubernetes.fabric8.config.Fabric8SecretsPropertySourceLocatorRetryTests$SecretsRetryEnabled.locateShouldRetryAndFail,./spring-cloud-kubernetes-fabric8-config/detection-results/random/round0.json
org.springframework.cloud.kubernetes.fabric8.config.Fabric8SecretsPropertySourceLocatorRetryTests$SecretsRetryEnabled.locateShouldRetryAndRecover,./spring-cloud-kubernetes-fabric8-config/detection-results/random-class/round1.json
org.springframework.cloud.kubernetes.fabric8.config.MultipleConfigMapsTests.testCommonMessage,./spring-cloud-kubernetes-fabric8-config/detection-results/random/round0.json
org.springframework.cloud.kubernetes.fabric8.config.MultipleConfigMapsTests.testMessage1,./spring-cloud-kubernetes-fabric8-config/detection-results/smart-shuffle/round0.json
org.springframework.cloud.kubernetes.fabric8.config.MultipleConfigMapsTests.testMessage2,./spring-cloud-kubernetes-fabric8-config/detection-results/smart-shuffle/round0.json
org.springframework.cloud.kubernetes.fabric8.config.MultipleConfigMapsTests.testMessage3,./spring-cloud-kubernetes-fabric8-config/detection-results/smart-shuffle/round6.json
org.springframework.cloud.kubernetes.fabric8.config.MultipleSecretsTests.testSecret1,./spring-cloud-kubernetes-fabric8-config/detection-results/smart-shuffle/round0.json
org.springframework.cloud.kubernetes.fabric8.config.MultipleSecretsTests.testSecret2,./spring-cloud-kubernetes-fabric8-config/detection-results/smart-shuffle/round1.json
org.springframework.cloud.kubernetes.fabric8.Fabric8ClientUserAgentEnvPropertyTests.testUserAgent,./spring-cloud-kubernetes-fabric8-autoconfig/detection-results/random-class/round1.json
org.springframework.cloud.kubernetes.fabric8.Fabric8ClientUserAgentTests$DefaultConfigurationForClient.testUserAgent,./spring-cloud-kubernetes-fabric8-autoconfig/detection-results/random-class/round1.json
org.springframework.cloud.kubernetes.fabric8.loadbalancer.LoadBalancerTests.testLoadBalancerSameNamespace,./load-balancer/detection-results/random-class/round1.json
org.springframework.cloud.kubernetes.fabric8.loadbalancer.LoadBalancerWithServiceTests.testLoadBalancerSameNamespace,./load-balancer/detection-results/random-class/round1.json
